 N   min(velocity_y)   q1(velocity_y)   med(velocity_y)   q3(velocity_y)   max(velocity_y)   avg(velocity_y)   std(velocity_y)   min(velocity_x)   q1(velocity_x)   med(velocity_x)   q3(velocity_x)   max(velocity_x)   avg(velocity_x)   std(velocity_x)   min(Piola_22)   q1(Piola_22)   med(Piola_22)   q3(Piola_22)   max(Piola_22)   avg(Piola_22)   std(Piola_22)   min(F_22)   q1(F_22)   med(F_22)   q3(F_22)   max(F_22)   avg(F_22)   std(F_22)   min(F_21)   q1(F_21)   med(F_21)   q3(F_21)   max(F_21)   avg(F_21)   std(F_21)   min(Piola_21)   q1(Piola_21)   med(Piola_21)   q3(Piola_21)   max(Piola_21)   avg(Piola_21)   std(Piola_21)   min(pl_F_22)   q1(pl_F_22)   med(pl_F_22)   q3(pl_F_22)   max(pl_F_22)   avg(pl_F_22)   std(pl_F_22)   min(pl_F_21)   q1(pl_F_21)   med(pl_F_21)   q3(pl_F_21)   max(pl_F_21)   avg(pl_F_21)   std(pl_F_21)   min(F_12)   q1(F_12)   med(F_12)   q3(F_12)   max(F_12)   avg(F_12)   std(F_12)   min(Piola_12)   q1(Piola_12)   med(Piola_12)   q3(Piola_12)   max(Piola_12)   avg(Piola_12)   std(Piola_12)   min(Piola_11)   q1(Piola_11)   med(Piola_11)   q3(Piola_11)   max(Piola_11)   avg(Piola_11)   std(Piola_11)   min(F_11)   q1(F_11)   med(F_11)   q3(F_11)   max(F_11)   avg(F_11)   std(F_11)   min(pl_F_12)   q1(pl_F_12)   med(pl_F_12)   q3(pl_F_12)   max(pl_F_12)   avg(pl_F_12)   std(pl_F_12)   min(pl_F_11)   q1(pl_F_11)   med(pl_F_11)   q3(pl_F_11)   max(pl_F_11)   avg(pl_F_11)   std(pl_F_11)   min(epeq)   q1(epeq)   med(epeq)   q3(epeq)   max(epeq)   avg(epeq)   std(epeq)   min(vtkOriginalPointIds)   q1(vtkOriginalPointIds)   med(vtkOriginalPointIds)   q3(vtkOriginalPointIds)   max(vtkOriginalPointIds)   avg(vtkOriginalPointIds)   std(vtkOriginalPointIds)   min(X)   q1(X)   med(X)   q3(X)   max(X)   avg(X)   std(X)   min(Y)   q1(Y)   med(Y)   q3(Y)   max(Y)   avg(Y)   std(Y)   min(Z)   q1(Z)   med(Z)   q3(Z)   max(Z)   avg(Z)   std(Z)   vtkValidPointMask   Time 
1.00000e+00 4.00809e+02 4.00809e+02 4.00809e+02 4.00809e+02 4.00809e+02 4.00809e+02 0.00000e+00 -4.45998e+00 -4.45998e+00 -4.45998e+00 -4.45998e+00 -4.45998e+00 -4.45998e+00 0.00000e+00 -3.47240e+08 -3.47240e+08 -3.47240e+08 -3.47240e+08 -3.47240e+08 -3.47240e+08 0.00000e+00 1.21067e+00 1.21067e+00 1.21067e+00 1.21067e+00 1.21067e+00 1.21067e+00 0.00000e+00 -4.40705e-02 -4.40705e-02 -4.40705e-02 -4.40705e-02 -4.40705e-02 -4.40705e-02 0.00000e+00 1.08675e+07 1.08675e+07 1.08675e+07 1.08675e+07 1.08675e+07 1.08675e+07 0.00000e+00 1.21016e+00 1.21016e+00 1.21016e+00 1.21016e+00 1.21016e+00 1.21016e+00 0.00000e+00 -2.48664e-02 -2.48664e-02 -2.48664e-02 -2.48664e-02 -2.48664e-02 -2.48664e-02 0.00000e+00 5.63522e-03 5.63522e-03 5.63522e-03 5.63522e-03 5.63522e-03 5.63522e-03 0.00000e+00 -3.44502e+07 -3.44502e+07 -3.44502e+07 -3.44502e+07 -3.44502e+07 -3.44502e+07 0.00000e+00 -1.10481e+09 -1.10481e+09 -1.10481e+09 -1.10481e+09 -1.10481e+09 -1.10481e+09 0.00000e+00 8.22486e-01 8.22486e-01 8.22486e-01 8.22486e-01 8.22486e-01 8.22486e-01 0.00000e+00 -2.26035e-02 -2.26035e-02 -2.26035e-02 -2.26035e-02 -2.26035e-02 -2.26035e-02 0.00000e+00 8.25689e-01 8.25689e-01 8.25689e-01 8.25689e-01 8.25689e-01 8.25689e-01 0.00000e+00 2.28019e-01 2.28019e-01 2.28019e-01 2.28019e-01 2.28019e-01 2.28019e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.00887e-03 -8.00887e-03 -8.00887e-03 -8.00887e-03 -8.00887e-03 -8.00887e-03 0.00000e+00 3.20702e+00 3.20702e+00 3.20702e+00 3.20702e+00 3.20702e+00 3.20702e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 6.38987e-04
1.00000e+00 4.02348e+02 4.02348e+02 4.02348e+02 4.02348e+02 4.02348e+02 4.02348e+02 0.00000e+00 -4.33373e+00 -4.33373e+00 -4.33373e+00 -4.33373e+00 -4.33373e+00 -4.33373e+00 0.00000e+00 -3.41652e+08 -3.41652e+08 -3.41652e+08 -3.41652e+08 -3.41652e+08 -3.41652e+08 0.00000e+00 1.21247e+00 1.21247e+00 1.21247e+00 1.21247e+00 1.21247e+00 1.21247e+00 0.00000e+00 -4.42159e-02 -4.42159e-02 -4.42159e-02 -4.42159e-02 -4.42159e-02 -4.42159e-02 0.00000e+00 1.14867e+07 1.14867e+07 1.14867e+07 1.14867e+07 1.14867e+07 1.14867e+07 0.00000e+00 1.21194e+00 1.21194e+00 1.21194e+00 1.21194e+00 1.21194e+00 1.21194e+00 0.00000e+00 -2.49228e-02 -2.49228e-02 -2.49228e-02 -2.49228e-02 -2.49228e-02 -2.49228e-02 0.00000e+00 5.85829e-03 5.85829e-03 5.85829e-03 5.85829e-03 5.85829e-03 5.85829e-03 0.00000e+00 -3.39541e+07 -3.39541e+07 -3.39541e+07 -3.39541e+07 -3.39541e+07 -3.39541e+07 0.00000e+00 -1.09917e+09 -1.09917e+09 -1.09917e+09 -1.09917e+09 -1.09917e+09 -1.09917e+09 0.00000e+00 8.21289e-01 8.21289e-01 8.21289e-01 8.21289e-01 8.21289e-01 8.21289e-01 0.00000e+00 -2.25997e-02 -2.25997e-02 -2.25997e-02 -2.25997e-02 -2.25997e-02 -2.25997e-02 0.00000e+00 8.24487e-01 8.24487e-01 8.24487e-01 8.24487e-01 8.24487e-01 8.24487e-01 0.00000e+00 2.29710e-01 2.29710e-01 2.29710e-01 2.29710e-01 2.29710e-01 2.29710e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.06949e-03 -8.06949e-03 -8.06949e-03 -8.06949e-03 -8.06949e-03 -8.06949e-03 0.00000e+00 3.21265e+00 3.21265e+00 3.21265e+00 3.21265e+00 3.21265e+00 3.21265e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 6.52973e-04
1.00000e+00 4.03946e+02 4.03946e+02 4.03946e+02 4.03946e+02 4.03946e+02 4.03946e+02 0.00000e+00 -4.20973e+00 -4.20973e+00 -4.20973e+00 -4.20973e+00 -4.20973e+00 -4.20973e+00 0.00000e+00 -3.36030e+08 -3.36030e+08 -3.36030e+08 -3.36030e+08 -3.36030e+08 -3.36030e+08 0.00000e+00 1.21422e+00 1.21422e+00 1.21422e+00 1.21422e+00 1.21422e+00 1.21422e+00 0.00000e+00 -4.43540e-02 -4.43540e-02 -4.43540e-02 -4.43540e-02 -4.43540e-02 -4.43540e-02 0.00000e+00 1.21130e+07 1.21130e+07 1.21130e+07 1.21130e+07 1.21130e+07 1.21130e+07 0.00000e+00 1.21368e+00 1.21368e+00 1.21368e+00 1.21368e+00 1.21368e+00 1.21368e+00 0.00000e+00 -2.49760e-02 -2.49760e-02 -2.49760e-02 -2.49760e-02 -2.49760e-02 -2.49760e-02 0.00000e+00 6.07708e-03 6.07708e-03 6.07708e-03 6.07708e-03 6.07708e-03 6.07708e-03 0.00000e+00 -3.34395e+07 -3.34395e+07 -3.34395e+07 -3.34395e+07 -3.34395e+07 -3.34395e+07 0.00000e+00 -1.09336e+09 -1.09336e+09 -1.09336e+09 -1.09336e+09 -1.09336e+09 -1.09336e+09 0.00000e+00 8.20127e-01 8.20127e-01 8.20127e-01 8.20127e-01 8.20127e-01 8.20127e-01 0.00000e+00 -2.25933e-02 -2.25933e-02 -2.25933e-02 -2.25933e-02 -2.25933e-02 -2.25933e-02 0.00000e+00 8.23318e-01 8.23318e-01 8.23318e-01 8.23318e-01 8.23318e-01 8.23318e-01 0.00000e+00 2.31356e-01 2.31356e-01 2.31356e-01 2.31356e-01 2.31356e-01 2.31356e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.12828e-03 -8.12828e-03 -8.12828e-03 -8.12828e-03 -8.12828e-03 -8.12828e-03 0.00000e+00 3.21829e+00 3.21829e+00 3.21829e+00 3.21829e+00 3.21829e+00 3.21829e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 6.66939e-04
1.00000e+00 4.05588e+02 4.05588e+02 4.05588e+02 4.05588e+02 4.05588e+02 4.05588e+02 0.00000e+00 -4.08859e+00 -4.08859e+00 -4.08859e+00 -4.08859e+00 -4.08859e+00 -4.08859e+00 0.00000e+00 -3.30136e+08 -3.30136e+08 -3.30136e+08 -3.30136e+08 -3.30136e+08 -3.30136e+08 0.00000e+00 1.21593e+00 1.21593e+00 1.21593e+00 1.21593e+00 1.21593e+00 1.21593e+00 0.00000e+00 -4.44852e-02 -4.44852e-02 -4.44852e-02 -4.44852e-02 -4.44852e-02 -4.44852e-02 0.00000e+00 1.27371e+07 1.27371e+07 1.27371e+07 1.27371e+07 1.27371e+07 1.27371e+07 0.00000e+00 1.21537e+00 1.21537e+00 1.21537e+00 1.21537e+00 1.21537e+00 1.21537e+00 0.00000e+00 -2.50260e-02 -2.50260e-02 -2.50260e-02 -2.50260e-02 -2.50260e-02 -2.50260e-02 0.00000e+00 6.29154e-03 6.29154e-03 6.29154e-03 6.29154e-03 6.29154e-03 6.29154e-03 0.00000e+00 -3.28988e+07 -3.28988e+07 -3.28988e+07 -3.28988e+07 -3.28988e+07 -3.28988e+07 0.00000e+00 -1.08704e+09 -1.08704e+09 -1.08704e+09 -1.08704e+09 -1.08704e+09 -1.08704e+09 0.00000e+00 8.18997e-01 8.18997e-01 8.18997e-01 8.18997e-01 8.18997e-01 8.18997e-01 0.00000e+00 -2.25844e-02 -2.25844e-02 -2.25844e-02 -2.25844e-02 -2.25844e-02 -2.25844e-02 0.00000e+00 8.22182e-01 8.22182e-01 8.22182e-01 8.22182e-01 8.22182e-01 8.22182e-01 0.00000e+00 2.32959e-01 2.32959e-01 2.32959e-01 2.32959e-01 2.32959e-01 2.32959e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.18529e-03 -8.18529e-03 -8.18529e-03 -8.18529e-03 -8.18529e-03 -8.18529e-03 0.00000e+00 3.22395e+00 3.22395e+00 3.22395e+00 3.22395e+00 3.22395e+00 3.22395e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 6.80884e-04
1.00000e+00 4.07254e+02 4.07254e+02 4.07254e+02 4.07254e+02 4.07254e+02 4.07254e+02 0.00000e+00 -3.97091e+00 -3.97091e+00 -3.97091e+00 -3.97091e+00 -3.97091e+00 -3.97091e+00 0.00000e+00 -3.23827e+08 -3.23827e+08 -3.23827e+08 -3.23827e+08 -3.23827e+08 -3.23827e+08 0.00000e+00 1.21760e+00 1.21760e+00 1.21760e+00 1.21760e+00 1.21760e+00 1.21760e+00 0.00000e+00 -4.46097e-02 -4.46097e-02 -4.46097e-02 -4.46097e-02 -4.46097e-02 -4.46097e-02 0.00000e+00 1.33493e+07 1.33493e+07 1.33493e+07 1.33493e+07 1.33493e+07 1.33493e+07 0.00000e+00 1.21702e+00 1.21702e+00 1.21702e+00 1.21702e+00 1.21702e+00 1.21702e+00 0.00000e+00 -2.50730e-02 -2.50730e-02 -2.50730e-02 -2.50730e-02 -2.50730e-02 -2.50730e-02 0.00000e+00 6.50164e-03 6.50164e-03 6.50164e-03 6.50164e-03 6.50164e-03 6.50164e-03 0.00000e+00 -3.23300e+07 -3.23300e+07 -3.23300e+07 -3.23300e+07 -3.23300e+07 -3.23300e+07 0.00000e+00 -1.07999e+09 -1.07999e+09 -1.07999e+09 -1.07999e+09 -1.07999e+09 -1.07999e+09 0.00000e+00 8.17900e-01 8.17900e-01 8.17900e-01 8.17900e-01 8.17900e-01 8.17900e-01 0.00000e+00 -2.25732e-02 -2.25732e-02 -2.25732e-02 -2.25732e-02 -2.25732e-02 -2.25732e-02 0.00000e+00 8.21077e-01 8.21077e-01 8.21077e-01 8.21077e-01 8.21077e-01 8.21077e-01 0.00000e+00 2.34520e-01 2.34520e-01 2.34520e-01 2.34520e-01 2.34520e-01 2.34520e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.24059e-03 -8.24059e-03 -8.24059e-03 -8.24059e-03 -8.24059e-03 -8.24059e-03 0.00000e+00 3.22962e+00 3.22962e+00 3.22962e+00 3.22962e+00 3.22962e+00 3.22962e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 6.94810e-04
1.00000e+00 4.08922e+02 4.08922e+02 4.08922e+02 4.08922e+02 4.08922e+02 4.08922e+02 0.00000e+00 -3.85724e+00 -3.85724e+00 -3.85724e+00 -3.85724e+00 -3.85724e+00 -3.85724e+00 0.00000e+00 -3.17050e+08 -3.17050e+08 -3.17050e+08 -3.17050e+08 -3.17050e+08 -3.17050e+08 0.00000e+00 1.21923e+00 1.21923e+00 1.21923e+00 1.21923e+00 1.21923e+00 1.21923e+00 0.00000e+00 -4.47279e-02 -4.47279e-02 -4.47279e-02 -4.47279e-02 -4.47279e-02 -4.47279e-02 0.00000e+00 1.39420e+07 1.39420e+07 1.39420e+07 1.39420e+07 1.39420e+07 1.39420e+07 0.00000e+00 1.21864e+00 1.21864e+00 1.21864e+00 1.21864e+00 1.21864e+00 1.21864e+00 0.00000e+00 -2.51171e-02 -2.51171e-02 -2.51171e-02 -2.51171e-02 -2.51171e-02 -2.51171e-02 0.00000e+00 6.70736e-03 6.70736e-03 6.70736e-03 6.70736e-03 6.70736e-03 6.70736e-03 0.00000e+00 -3.17351e+07 -3.17351e+07 -3.17351e+07 -3.17351e+07 -3.17351e+07 -3.17351e+07 0.00000e+00 -1.07213e+09 -1.07213e+09 -1.07213e+09 -1.07213e+09 -1.07213e+09 -1.07213e+09 0.00000e+00 8.16834e-01 8.16834e-01 8.16834e-01 8.16834e-01 8.16834e-01 8.16834e-01 0.00000e+00 -2.25598e-02 -2.25598e-02 -2.25598e-02 -2.25598e-02 -2.25598e-02 -2.25598e-02 0.00000e+00 8.20002e-01 8.20002e-01 8.20002e-01 8.20002e-01 8.20002e-01 8.20002e-01 0.00000e+00 2.36041e-01 2.36041e-01 2.36041e-01 2.36041e-01 2.36041e-01 2.36041e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.29423e-03 -8.29423e-03 -8.29423e-03 -8.29423e-03 -8.29423e-03 -8.29423e-03 0.00000e+00 3.23531e+00 3.23531e+00 3.23531e+00 3.23531e+00 3.23531e+00 3.23531e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 7.08716e-04
1.00000e+00 4.10570e+02 4.10570e+02 4.10570e+02 4.10570e+02 4.10570e+02 4.10570e+02 0.00000e+00 -3.74801e+00 -3.74801e+00 -3.74801e+00 -3.74801e+00 -3.74801e+00 -3.74801e+00 0.00000e+00 -3.09832e+08 -3.09832e+08 -3.09832e+08 -3.09832e+08 -3.09832e+08 -3.09832e+08 0.00000e+00 1.22083e+00 1.22083e+00 1.22083e+00 1.22083e+00 1.22083e+00 1.22083e+00 0.00000e+00 -4.48401e-02 -4.48401e-02 -4.48401e-02 -4.48401e-02 -4.48401e-02 -4.48401e-02 0.00000e+00 1.45099e+07 1.45099e+07 1.45099e+07 1.45099e+07 1.45099e+07 1.45099e+07 0.00000e+00 1.22021e+00 1.22021e+00 1.22021e+00 1.22021e+00 1.22021e+00 1.22021e+00 0.00000e+00 -2.51585e-02 -2.51585e-02 -2.51585e-02 -2.51585e-02 -2.51585e-02 -2.51585e-02 0.00000e+00 6.90873e-03 6.90873e-03 6.90873e-03 6.90873e-03 6.90873e-03 6.90873e-03 0.00000e+00 -3.11192e+07 -3.11192e+07 -3.11192e+07 -3.11192e+07 -3.11192e+07 -3.11192e+07 0.00000e+00 -1.06351e+09 -1.06351e+09 -1.06351e+09 -1.06351e+09 -1.06351e+09 -1.06351e+09 0.00000e+00 8.15798e-01 8.15798e-01 8.15798e-01 8.15798e-01 8.15798e-01 8.15798e-01 0.00000e+00 -2.25443e-02 -2.25443e-02 -2.25443e-02 -2.25443e-02 -2.25443e-02 -2.25443e-02 0.00000e+00 8.18956e-01 8.18956e-01 8.18956e-01 8.18956e-01 8.18956e-01 8.18956e-01 0.00000e+00 2.37524e-01 2.37524e-01 2.37524e-01 2.37524e-01 2.37524e-01 2.37524e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.34629e-03 -8.34629e-03 -8.34629e-03 -8.34629e-03 -8.34629e-03 -8.34629e-03 0.00000e+00 3.24101e+00 3.24101e+00 3.24101e+00 3.24101e+00 3.24101e+00 3.24101e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 7.22604e-04
1.00000e+00 4.12180e+02 4.12180e+02 4.12180e+02 4.12180e+02 4.12180e+02 4.12180e+02 0.00000e+00 -3.64350e+00 -3.64350e+00 -3.64350e+00 -3.64350e+00 -3.64350e+00 -3.64350e+00 0.00000e+00 -3.02256e+08 -3.02256e+08 -3.02256e+08 -3.02256e+08 -3.02256e+08 -3.02256e+08 0.00000e+00 1.22239e+00 1.22239e+00 1.22239e+00 1.22239e+00 1.22239e+00 1.22239e+00 0.00000e+00 -4.49467e-02 -4.49467e-02 -4.49467e-02 -4.49467e-02 -4.49467e-02 -4.49467e-02 0.00000e+00 1.50506e+07 1.50506e+07 1.50506e+07 1.50506e+07 1.50506e+07 1.50506e+07 0.00000e+00 1.22175e+00 1.22175e+00 1.22175e+00 1.22175e+00 1.22175e+00 1.22175e+00 0.00000e+00 -2.51974e-02 -2.51974e-02 -2.51974e-02 -2.51974e-02 -2.51974e-02 -2.51974e-02 0.00000e+00 7.10580e-03 7.10580e-03 7.10580e-03 7.10580e-03 7.10580e-03 7.10580e-03 0.00000e+00 -3.04888e+07 -3.04888e+07 -3.04888e+07 -3.04888e+07 -3.04888e+07 -3.04888e+07 0.00000e+00 -1.05424e+09 -1.05424e+09 -1.05424e+09 -1.05424e+09 -1.05424e+09 -1.05424e+09 0.00000e+00 8.14792e-01 8.14792e-01 8.14792e-01 8.14792e-01 8.14792e-01 8.14792e-01 0.00000e+00 -2.25271e-02 -2.25271e-02 -2.25271e-02 -2.25271e-02 -2.25271e-02 -2.25271e-02 0.00000e+00 8.17939e-01 8.17939e-01 8.17939e-01 8.17939e-01 8.17939e-01 8.17939e-01 0.00000e+00 2.38969e-01 2.38969e-01 2.38969e-01 2.38969e-01 2.38969e-01 2.38969e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.39682e-03 -8.39682e-03 -8.39682e-03 -8.39682e-03 -8.39682e-03 -8.39682e-03 0.00000e+00 3.24673e+00 3.24673e+00 3.24673e+00 3.24673e+00 3.24673e+00 3.24673e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 7.36475e-04
1.00000e+00 4.13739e+02 4.13739e+02 4.13739e+02 4.13739e+02 4.13739e+02 4.13739e+02 0.00000e+00 -3.54383e+00 -3.54383e+00 -3.54383e+00 -3.54383e+00 -3.54383e+00 -3.54383e+00 0.00000e+00 -2.94439e+08 -2.94439e+08 -2.94439e+08 -2.94439e+08 -2.94439e+08 -2.94439e+08 0.00000e+00 1.22391e+00 1.22391e+00 1.22391e+00 1.22391e+00 1.22391e+00 1.22391e+00 0.00000e+00 -4.50480e-02 -4.50480e-02 -4.50480e-02 -4.50480e-02 -4.50480e-02 -4.50480e-02 0.00000e+00 1.55642e+07 1.55642e+07 1.55642e+07 1.55642e+07 1.55642e+07 1.55642e+07 0.00000e+00 1.22325e+00 1.22325e+00 1.22325e+00 1.22325e+00 1.22325e+00 1.22325e+00 0.00000e+00 -2.52340e-02 -2.52340e-02 -2.52340e-02 -2.52340e-02 -2.52340e-02 -2.52340e-02 0.00000e+00 7.29863e-03 7.29863e-03 7.29863e-03 7.29863e-03 7.29863e-03 7.29863e-03 0.00000e+00 -2.98511e+07 -2.98511e+07 -2.98511e+07 -2.98511e+07 -2.98511e+07 -2.98511e+07 0.00000e+00 -1.04449e+09 -1.04449e+09 -1.04449e+09 -1.04449e+09 -1.04449e+09 -1.04449e+09 0.00000e+00 8.13814e-01 8.13814e-01 8.13814e-01 8.13814e-01 8.13814e-01 8.13814e-01 0.00000e+00 -2.25082e-02 -2.25082e-02 -2.25082e-02 -2.25082e-02 -2.25082e-02 -2.25082e-02 0.00000e+00 8.16949e-01 8.16949e-01 8.16949e-01 8.16949e-01 8.16949e-01 8.16949e-01 0.00000e+00 2.40377e-01 2.40377e-01 2.40377e-01 2.40377e-01 2.40377e-01 2.40377e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.44591e-03 -8.44591e-03 -8.44591e-03 -8.44591e-03 -8.44591e-03 -8.44591e-03 0.00000e+00 3.25246e+00 3.25246e+00 3.25246e+00 3.25246e+00 3.25246e+00 3.25246e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 7.50327e-04
1.00000e+00 4.15234e+02 4.15234e+02 4.15234e+02 4.15234e+02 4.15234e+02 4.15234e+02 0.00000e+00 -3.44898e+00 -3.44898e+00 -3.44898e+00 -3.44898e+00 -3.44898e+00 -3.44898e+00 0.00000e+00 -2.86512e+08 -2.86512e+08 -2.86512e+08 -2.86512e+08 -2.86512e+08 -2.86512e+08 0.00000e+00 1.22540e+00 1.22540e+00 1.22540e+00 1.22540e+00 1.22540e+00 1.22540e+00 0.00000e+00 -4.51444e-02 -4.51444e-02 -4.51444e-02 -4.51444e-02 -4.51444e-02 -4.51444e-02 0.00000e+00 1.60527e+07 1.60527e+07 1.60527e+07 1.60527e+07 1.60527e+07 1.60527e+07 0.00000e+00 1.22472e+00 1.22472e+00 1.22472e+00 1.22472e+00 1.22472e+00 1.22472e+00 0.00000e+00 -2.52684e-02 -2.52684e-02 -2.52684e-02 -2.52684e-02 -2.52684e-02 -2.52684e-02 0.00000e+00 7.48732e-03 7.48732e-03 7.48732e-03 7.48732e-03 7.48732e-03 7.48732e-03 0.00000e+00 -2.92131e+07 -2.92131e+07 -2.92131e+07 -2.92131e+07 -2.92131e+07 -2.92131e+07 0.00000e+00 -1.03448e+09 -1.03448e+09 -1.03448e+09 -1.03448e+09 -1.03448e+09 -1.03448e+09 0.00000e+00 8.12863e-01 8.12863e-01 8.12863e-01 8.12863e-01 8.12863e-01 8.12863e-01 0.00000e+00 -2.24879e-02 -2.24879e-02 -2.24879e-02 -2.24879e-02 -2.24879e-02 -2.24879e-02 0.00000e+00 8.15986e-01 8.15986e-01 8.15986e-01 8.15986e-01 8.15986e-01 8.15986e-01 0.00000e+00 2.41749e-01 2.41749e-01 2.41749e-01 2.41749e-01 2.41749e-01 2.41749e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.49363e-03 -8.49363e-03 -8.49363e-03 -8.49363e-03 -8.49363e-03 -8.49363e-03 0.00000e+00 3.25820e+00 3.25820e+00 3.25820e+00 3.25820e+00 3.25820e+00 3.25820e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 7.64163e-04
1.00000e+00 4.16662e+02 4.16662e+02 4.16662e+02 4.16662e+02 4.16662e+02 4.16662e+02 0.00000e+00 -3.35880e+00 -3.35880e+00 -3.35880e+00 -3.35880e+00 -3.35880e+00 -3.35880e+00 0.00000e+00 -2.78602e+08 -2.78602e+08 -2.78602e+08 -2.78602e+08 -2.78602e+08 -2.78602e+08 0.00000e+00 1.22685e+00 1.22685e+00 1.22685e+00 1.22685e+00 1.22685e+00 1.22685e+00 0.00000e+00 -4.52361e-02 -4.52361e-02 -4.52361e-02 -4.52361e-02 -4.52361e-02 -4.52361e-02 0.00000e+00 1.65191e+07 1.65191e+07 1.65191e+07 1.65191e+07 1.65191e+07 1.65191e+07 0.00000e+00 1.22615e+00 1.22615e+00 1.22615e+00 1.22615e+00 1.22615e+00 1.22615e+00 0.00000e+00 -2.53007e-02 -2.53007e-02 -2.53007e-02 -2.53007e-02 -2.53007e-02 -2.53007e-02 0.00000e+00 7.67198e-03 7.67198e-03 7.67198e-03 7.67198e-03 7.67198e-03 7.67198e-03 0.00000e+00 -2.85810e+07 -2.85810e+07 -2.85810e+07 -2.85810e+07 -2.85810e+07 -2.85810e+07 0.00000e+00 -1.02439e+09 -1.02439e+09 -1.02439e+09 -1.02439e+09 -1.02439e+09 -1.02439e+09 0.00000e+00 8.11937e-01 8.11937e-01 8.11937e-01 8.11937e-01 8.11937e-01 8.11937e-01 0.00000e+00 -2.24663e-02 -2.24663e-02 -2.24663e-02 -2.24663e-02 -2.24663e-02 -2.24663e-02 0.00000e+00 8.15048e-01 8.15048e-01 8.15048e-01 8.15048e-01 8.15048e-01 8.15048e-01 0.00000e+00 2.43087e-01 2.43087e-01 2.43087e-01 2.43087e-01 2.43087e-01 2.43087e-01 0.00000e+00 4 4 4 4 4 4.00000e+00 0.00000e+00 -8.54005e-03 -8.54005e-03 -8.54005e-03 -8.54005e-03 -8.54005e-03 -8.54005e-03 0.00000e+00 3.26396e+00 3.26396e+00 3.26396e+00 3.26396e+00 3.26396e+00 3.26396e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1 7.77982e-04
